station, date,depth_m,sal_psu,month,year
NRR001,2/5/1991,18.5,28.66,2,1991
NRR001,2/5/1991,19,28.66,2,1991
NRR001,2/5/1991,19.5,28.66,2,1991
NRR001,2/5/1991,20,28.66,2,1991
NRR001,2/5/1991,20.5,28.66,2,1991
NRR001,2/5/1991,21,28.67,2,1991
NRR001,2/5/1991,21.5,28.67,2,1991
NRR001,2/5/1991,22,28.66,2,1991
NRR001,2/5/1991,22.5,28.68,2,1991
NRR001,2/5/1991,23,28.67,2,1991
NRR001,2/5/1991,23.5,28.67,2,1991
NRR001,2/5/1991,24,28.68,2,1991
NRR001,2/5/1991,24.5,28.68,2,1991
NRR001,2/5/1991,25,28.68,2,1991
NRR001,3/4/1991,0.5,29.13,3,1991
NRR001,3/4/1991,1,29.14,3,1991
NRR001,3/4/1991,1.5,29.16,3,1991
NRR001,3/4/1991,2,29.16,3,1991
NRR001,3/4/1991,2.5,29.16,3,1991
NRR001,3/4/1991,3,29.15,3,1991
NRR001,3/4/1991,3.5,29.15,3,1991
NRR001,3/4/1991,4,29.14,3,1991
NRR001,3/4/1991,4.5,29.12,3,1991
NRR001,3/4/1991,5,29.12,3,1991
NRR001,3/4/1991,5.5,29.11,3,1991
NRR001,3/4/1991,6,29.11,3,1991
NRR001,3/4/1991,6.5,29.11,3,1991
NRR001,3/4/1991,7,29.12,3,1991
NRR001,3/4/1991,7.5,29.13,3,1991
NRR001,3/4/1991,8,29.13,3,1991
NRR001,3/4/1991,8.5,29.13,3,1991
NRR001,3/4/1991,9,29.13,3,1991
NRR001,3/4/1991,9.5,29.12,3,1991
NRR001,3/4/1991,10,29.12,3,1991
NRR001,3/4/1991,10.5,29.12,3,1991
NRR001,3/4/1991,11,29.13,3,1991
NRR001,3/4/1991,11.5,29.15,3,1991
NRR001,3/4/1991,12,29.15,3,1991
NRR001,3/4/1991,12.5,29.17,3,1991
NRR001,3/4/1991,13,29.18,3,1991
NRR001,3/4/1991,13.5,29.18,3,1991
NRR001,3/4/1991,14,29.18,3,1991
NRR001,3/4/1991,14.5,29.19,3,1991
NRR001,3/4/1991,15,29.19,3,1991
NRR001,3/4/1991,15.5,29.21,3,1991
NRR001,3/4/1991,16,29.21,3,1991
NRR001,3/4/1991,16.5,29.21,3,1991
NRR001,3/4/1991,17,29.21,3,1991
NRR001,3/4/1991,17.5,29.21,3,1991
NRR001,3/4/1991,18,29.21,3,1991
NRR001,3/4/1991,18.5,29.22,3,1991
NRR001,3/4/1991,19,29.22,3,1991
NRR001,3/4/1991,19.5,29.22,3,1991
NRR001,3/4/1991,20,29.21,3,1991
NRR001,3/4/1991,20.5,29.22,3,1991
NRR001,3/4/1991,21,29.21,3,1991
NRR001,3/4/1991,21.5,29.2,3,1991
NRR001,3/4/1991,22,29.2,3,1991
NRR001,3/4/1991,22.5,29.2,3,1991
NRR001,3/4/1991,23,29.2,3,1991
NRR001,3/4/1991,23.5,29.2,3,1991
NRR001,3/4/1991,24,29.21,3,1991
NRR001,3/4/1991,24.5,29.21,3,1991
NRR001,3/4/1991,25,29.21,3,1991
NRR001,3/4/1991,25.5,29.21,3,1991
NRR001,3/4/1991,26,29.2,3,1991
NRR001,3/4/1991,26.5,29.21,3,1991
NRR001,3/4/1991,27,29.2,3,1991
NRR001,3/4/1991,27.5,29.2,3,1991
NRR001,3/4/1991,28,29.19,3,1991
NRR001,3/4/1991,28.5,29.19,3,1991
NRR001,3/4/1991,29,29.19,3,1991
NRR001,4/22/1991,0.5,28,4,1991
NRR001,4/22/1991,1,27.97,4,1991
NRR001,4/22/1991,1.5,28,4,1991
NRR001,4/22/1991,2,28.01,4,1991
NRR001,4/22/1991,2.5,28,4,1991
NRR001,4/22/1991,3,28.01,4,1991
NRR001,4/22/1991,3.5,28.01,4,1991
NRR001,4/22/1991,4,28,4,1991
NRR001,4/22/1991,4.5,28,4,1991
NRR001,4/22/1991,5,28,4,1991
NRR001,4/22/1991,5.5,28,4,1991
NRR001,4/22/1991,6,28.01,4,1991
NRR001,4/22/1991,6.5,28.01,4,1991
NRR001,4/22/1991,7,28.02,4,1991
NRR001,4/22/1991,7.5,28.03,4,1991
NRR001,4/22/1991,8,28.04,4,1991
NRR001,4/22/1991,8.5,28.06,4,1991
NRR001,4/22/1991,9,28.05,4,1991
NRR001,4/22/1991,9.5,28.06,4,1991
NRR001,4/22/1991,10,28.06,4,1991
NRR001,4/22/1991,10.5,28.03,4,1991
NRR001,4/22/1991,11,28.03,4,1991
NRR001,4/22/1991,11.5,28.06,4,1991
NRR001,4/22/1991,12,28.07,4,1991
NRR001,4/22/1991,12.5,28.07,4,1991
NRR001,4/22/1991,13,28.07,4,1991
NRR001,4/22/1991,13.5,28.07,4,1991
NRR001,4/22/1991,14,28.04,4,1991
NRR001,4/22/1991,14.5,28.05,4,1991
NRR001,4/22/1991,15,28.06,4,1991
NRR001,4/22/1991,15.5,28.06,4,1991
NRR001,4/22/1991,16,28.07,4,1991
NRR001,4/22/1991,16.5,28.07,4,1991
NRR001,4/22/1991,17,28.06,4,1991
NRR001,4/22/1991,17.5,28.06,4,1991
NRR001,4/22/1991,18,28.06,4,1991
NRR001,4/22/1991,18.5,28.06,4,1991
NRR001,4/22/1991,19,28.07,4,1991
NRR001,4/22/1991,19.5,28.06,4,1991
NRR001,4/22/1991,20,28.06,4,1991
NRR001,4/22/1991,20.5,28.06,4,1991
NRR001,4/22/1991,21,28.07,4,1991
NRR001,4/22/1991,21.5,28.07,4,1991
NRR001,4/22/1991,22,28.06,4,1991
NRR001,4/22/1991,22.5,28.07,4,1991
NRR001,4/22/1991,23,28.07,4,1991
NRR001,4/22/1991,23.5,28.08,4,1991
NRR001,4/22/1991,24,28.09,4,1991
NRR001,4/22/1991,24.5,28.09,4,1991
NRR001,4/22/1991,25,28.08,4,1991
NRR001,4/22/1991,25.5,28.08,4,1991
NRR001,4/22/1991,26,28.08,4,1991
NRR001,4/22/1991,26.5,28.08,4,1991
NRR001,4/22/1991,27,28.08,4,1991
NRR001,4/22/1991,27.5,28.08,4,1991
NRR001,4/22/1991,28,28.1,4,1991
NRR001,4/22/1991,28.5,28.1,4,1991
NRR001,4/22/1991,29,28.1,4,1991
NRR001,4/22/1991,29.5,28.1,4,1991
NRR001,4/22/1991,30,28.1,4,1991
NRR001,4/22/1991,30.5,28.1,4,1991
NRR001,4/22/1991,31,28.09,4,1991
NRR001,5/28/1991,0.5,29.22,5,1991
NRR001,5/28/1991,1,29.2,5,1991
NRR001,5/28/1991,1.5,29.19,5,1991
NRR001,5/28/1991,2,29.19,5,1991
NRR001,5/28/1991,2.5,29.19,5,1991
NRR001,5/28/1991,3,29.19,5,1991
NRR001,5/28/1991,3.5,29.19,5,1991
NRR001,5/28/1991,4,29.2,5,1991
NRR001,5/28/1991,4.5,29.19,5,1991
NRR001,5/28/1991,5,29.2,5,1991
NRR001,5/28/1991,5.5,29.2,5,1991
NRR001,5/28/1991,6,29.2,5,1991
NRR001,5/28/1991,6.5,29.2,5,1991
NRR001,5/28/1991,7,29.2,5,1991
NRR001,5/28/1991,7.5,29.2,5,1991
NRR001,5/28/1991,8,29.2,5,1991
NRR001,5/28/1991,8.5,29.2,5,1991
NRR001,5/28/1991,9,29.2,5,1991
NRR001,5/28/1991,9.5,29.2,5,1991
NRR001,5/28/1991,10,29.2,5,1991
NRR001,5/28/1991,10.5,29.2,5,1991
NRR001,5/28/1991,11,29.2,5,1991
NRR001,5/28/1991,11.5,29.2,5,1991
NRR001,5/28/1991,12,29.2,5,1991
NRR001,5/28/1991,12.5,29.19,5,1991
NRR001,5/28/1991,13,29.19,5,1991
NRR001,5/28/1991,13.5,29.19,5,1991
NRR001,5/28/1991,14,29.19,5,1991
NRR001,5/28/1991,14.5,29.19,5,1991
NRR001,5/28/1991,15,29.19,5,1991
NRR001,5/28/1991,15.5,29.19,5,1991
NRR001,5/28/1991,16,29.19,5,1991
NRR001,5/28/1991,16.5,29.2,5,1991
NRR001,5/28/1991,17,29.2,5,1991
NRR001,5/28/1991,17.5,29.2,5,1991
NRR001,5/28/1991,18,29.2,5,1991
NRR001,5/28/1991,18.5,29.2,5,1991
NRR001,5/28/1991,19,29.2,5,1991
NRR001,5/28/1991,19.5,29.19,5,1991
NRR001,5/28/1991,20,29.2,5,1991
NRR001,5/28/1991,20.5,29.2,5,1991
NRR001,5/28/1991,21,29.2,5,1991
NRR001,5/28/1991,21.5,29.21,5,1991
NRR001,5/28/1991,22,29.21,5,1991
NRR001,5/28/1991,22.5,29.21,5,1991
NRR001,5/28/1991,23,29.21,5,1991
NRR001,5/28/1991,23.5,29.21,5,1991
NRR001,5/28/1991,24,29.21,5,1991
NRR001,5/28/1991,24.5,29.21,5,1991
NRR001,5/28/1991,25,29.21,5,1991
NRR001,5/28/1991,25.5,29.21,5,1991
NRR001,5/28/1991,26,29.21,5,1991
NRR001,5/28/1991,26.5,29.21,5,1991
NRR001,5/28/1991,27,29.21,5,1991
NRR001,5/28/1991,27.5,29.21,5,1991
NRR001,5/28/1991,28,29.21,5,1991
NRR001,5/28/1991,28.5,29.21,5,1991
NRR001,5/28/1991,29,29.21,5,1991
NRR001,5/28/1991,29.5,29.21,5,1991
NRR001,5/28/1991,30,29.21,5,1991
NRR001,5/28/1991,30.5,29.21,5,1991
NRR001,6/17/1991,0.5,29.03,6,1991
NRR001,6/17/1991,1,29.04,6,1991
NRR001,6/17/1991,1.5,29.03,6,1991
NRR001,6/17/1991,2,29.03,6,1991
NRR001,6/17/1991,2.5,29.03,6,1991
NRR001,6/17/1991,3,29.03,6,1991
NRR001,6/17/1991,3.5,29.03,6,1991
NRR001,6/17/1991,4,29.03,6,1991
NRR001,6/17/1991,4.5,29.03,6,1991
NRR001,6/17/1991,5,29.03,6,1991
NRR001,6/17/1991,5.5,29.03,6,1991
NRR001,6/17/1991,6,29.03,6,1991
NRR001,6/17/1991,6.5,29.03,6,1991
NRR001,6/17/1991,7,29.03,6,1991
NRR001,6/17/1991,7.5,29.03,6,1991
NRR001,6/17/1991,8,29.03,6,1991
NRR001,6/17/1991,8.5,29.03,6,1991
NRR001,6/17/1991,9,29.03,6,1991
NRR001,6/17/1991,9.5,29.03,6,1991
NRR001,6/17/1991,10,29.03,6,1991
NRR001,6/17/1991,10.5,29.03,6,1991
NRR001,6/17/1991,11,29.03,6,1991
NRR001,6/17/1991,11.5,29.03,6,1991
NRR001,6/17/1991,12,29.03,6,1991
NRR001,6/17/1991,12.5,29.04,6,1991
NRR001,6/17/1991,13,29.06,6,1991
NRR001,6/17/1991,13.5,29.06,6,1991
NRR001,6/17/1991,14,29.07,6,1991
NRR001,6/17/1991,14.5,29.07,6,1991
NRR001,6/17/1991,15,29.07,6,1991
NRR001,6/17/1991,15.5,29.07,6,1991
NRR001,6/17/1991,16,29.07,6,1991
NRR001,6/17/1991,16.5,29.06,6,1991
NRR001,6/17/1991,17,29.06,6,1991
NRR001,6/17/1991,17.5,29.06,6,1991
NRR001,6/17/1991,18,29.07,6,1991
NRR001,6/17/1991,18.5,29.07,6,1991
NRR001,6/17/1991,19,29.07,6,1991
NRR001,6/17/1991,19.5,29.06,6,1991
NRR001,6/17/1991,20,29.06,6,1991
NRR001,6/17/1991,20.5,29.07,6,1991
NRR001,6/17/1991,21,29.1,6,1991
NRR001,6/17/1991,21.5,29.09,6,1991
NRR001,6/17/1991,22,29.07,6,1991
NRR001,6/17/1991,22.5,29.07,6,1991
NRR001,6/17/1991,23,29.07,6,1991
NRR001,6/17/1991,23.5,29.07,6,1991
NRR001,6/17/1991,24,29.06,6,1991
NRR001,6/17/1991,24.5,29.06,6,1991
NRR001,6/17/1991,25,29.08,6,1991
NRR001,6/17/1991,25.5,29.08,6,1991
NRR001,6/17/1991,26,29.09,6,1991
NRR001,6/17/1991,26.5,29.09,6,1991
NRR001,6/17/1991,27,29.09,6,1991
NRR001,6/17/1991,27.5,29.09,6,1991
NRR001,6/17/1991,28,29.1,6,1991
NRR001,6/17/1991,28.5,29.1,6,1991
NRR001,6/17/1991,29,29.11,6,1991
NRR001,6/17/1991,29.5,29.11,6,1991
NRR001,6/17/1991,30,29.09,6,1991
NRR001,7/22/1991,0.5,29.91,7,1991
NRR001,7/22/1991,1,29.9,7,1991
NRR001,7/22/1991,1.5,29.89,7,1991
NRR001,7/22/1991,2,29.89,7,1991
NRR001,7/22/1991,2.5,29.91,7,1991
NRR001,7/22/1991,3,29.9,7,1991
NRR001,7/22/1991,3.5,29.9,7,1991
NRR001,7/22/1991,4,29.9,7,1991
NRR001,7/22/1991,4.5,29.9,7,1991
NRR001,7/22/1991,5,29.9,7,1991
NRR001,7/22/1991,5.5,29.9,7,1991
NRR001,7/22/1991,6,29.9,7,1991
NRR001,7/22/1991,6.5,29.9,7,1991
NRR001,7/22/1991,7,29.9,7,1991
NRR001,7/22/1991,7.5,29.9,7,1991
NRR001,7/22/1991,8,29.9,7,1991
NRR001,7/22/1991,8.5,29.89,7,1991
NRR001,7/22/1991,9,29.89,7,1991
NRR001,7/22/1991,9.5,29.89,7,1991
NRR001,7/22/1991,10,29.9,7,1991
NRR001,7/22/1991,10.5,29.91,7,1991
NRR001,7/22/1991,11,29.9,7,1991
NRR001,7/22/1991,11.5,29.89,7,1991
NRR001,7/22/1991,12,29.89,7,1991
NRR001,7/22/1991,12.5,29.9,7,1991
NRR001,7/22/1991,13,29.9,7,1991
NRR001,7/22/1991,13.5,29.9,7,1991
NRR001,7/22/1991,14,29.9,7,1991
NRR001,7/22/1991,14.5,29.9,7,1991
NRR001,7/22/1991,15,29.9,7,1991
NRR001,7/22/1991,15.5,29.89,7,1991
NRR001,7/22/1991,16,29.9,7,1991
NRR001,7/22/1991,16.5,29.9,7,1991
NRR001,7/22/1991,17,29.9,7,1991
NRR001,7/22/1991,17.5,29.9,7,1991
NRR001,7/22/1991,18,29.9,7,1991
NRR001,7/22/1991,18.5,29.9,7,1991
NRR001,7/22/1991,19,29.9,7,1991
NRR001,7/22/1991,19.5,29.9,7,1991
NRR001,7/22/1991,20,29.9,7,1991
NRR001,7/22/1991,20.5,29.9,7,1991
NRR001,7/22/1991,21,29.9,7,1991
NRR001,7/22/1991,21.5,29.9,7,1991
NRR001,7/22/1991,22,29.91,7,1991
NRR001,7/22/1991,22.5,29.9,7,1991
NRR001,7/22/1991,23,29.9,7,1991
NRR001,7/22/1991,23.5,29.9,7,1991
NRR001,7/22/1991,24,29.9,7,1991
NRR001,7/22/1991,24.5,29.9,7,1991
NRR001,7/22/1991,25,29.9,7,1991
NRR001,7/22/1991,25.5,29.9,7,1991
NRR001,7/22/1991,26,29.9,7,1991
NRR001,7/22/1991,26.5,29.9,7,1991
NRR001,7/22/1991,27,29.91,7,1991
NRR001,7/22/1991,27.5,29.91,7,1991
NRR001,7/22/1991,28,29.9,7,1991
NRR001,7/22/1991,28.5,29.9,7,1991
NRR001,7/22/1991,29,29.9,7,1991
NRR001,7/22/1991,29.5,29.9,7,1991
NRR001,8/19/1991,0.5,29.66,8,1991
NRR001,8/19/1991,1,29.64,8,1991
NRR001,8/19/1991,1.5,29.68,8,1991
NRR001,8/19/1991,2,29.69,8,1991
NRR001,8/19/1991,2.5,29.71,8,1991
NRR001,8/19/1991,3,29.72,8,1991
NRR001,8/19/1991,3.5,29.72,8,1991
NRR001,8/19/1991,4,29.73,8,1991
NRR001,8/19/1991,4.5,29.73,8,1991
NRR001,8/19/1991,5,29.73,8,1991
NRR001,8/19/1991,5.5,29.75,8,1991
NRR001,8/19/1991,6,29.75,8,1991
NRR001,8/19/1991,6.5,29.76,8,1991
NRR001,8/19/1991,7,29.76,8,1991
NRR001,8/19/1991,7.5,29.76,8,1991
NRR001,8/19/1991,8,29.74,8,1991
NRR001,8/19/1991,8.5,29.76,8,1991
NRR001,8/19/1991,9,29.75,8,1991
NRR001,8/19/1991,9.5,29.76,8,1991
NRR001,8/19/1991,10,29.76,8,1991
NRR001,8/19/1991,10.5,29.79,8,1991
NRR001,8/19/1991,11,29.8,8,1991
NRR001,8/19/1991,11.5,29.79,8,1991
NRR001,8/19/1991,12,29.8,8,1991
NRR001,8/19/1991,12.5,29.8,8,1991
NRR001,8/19/1991,13,29.8,8,1991
NRR001,8/19/1991,13.5,29.8,8,1991
NRR001,8/19/1991,14,29.81,8,1991
NRR001,8/19/1991,14.5,29.8,8,1991
NRR001,8/19/1991,15,29.8,8,1991
NRR001,8/19/1991,15.5,29.8,8,1991
NRR001,8/19/1991,16,29.77,8,1991
NRR001,8/19/1991,16.5,29.82,8,1991
NRR001,8/19/1991,17,29.82,8,1991
NRR001,8/19/1991,17.5,29.82,8,1991
NRR001,8/19/1991,18,29.8,8,1991
NRR001,8/19/1991,18.5,29.82,8,1991
NRR001,8/19/1991,19,29.83,8,1991
NRR001,8/19/1991,19.5,29.83,8,1991
NRR001,8/19/1991,20,29.84,8,1991
NRR001,8/19/1991,20.5,29.83,8,1991
NRR001,8/19/1991,21,29.85,8,1991
NRR001,8/19/1991,21.5,29.85,8,1991
NRR001,8/19/1991,22,29.85,8,1991
NRR001,8/19/1991,22.5,29.87,8,1991
NRR001,8/19/1991,23,29.88,8,1991
NRR001,8/19/1991,23.5,29.88,8,1991
NRR001,8/19/1991,24,29.88,8,1991
NRR001,8/19/1991,24.5,29.89,8,1991
NRR001,8/19/1991,25,29.9,8,1991
NRR001,8/19/1991,25.5,29.91,8,1991
NRR001,8/19/1991,26,29.91,8,1991
NRR001,8/19/1991,26.5,29.91,8,1991
NRR001,8/19/1991,27,29.91,8,1991
NRR001,8/19/1991,27.5,29.92,8,1991
NRR001,8/19/1991,28,29.94,8,1991
NRR001,8/19/1991,28.5,29.95,8,1991
NRR001,8/19/1991,29,29.95,8,1991
NRR001,8/19/1991,29.5,29.96,8,1991
NRR001,8/19/1991,30,29.98,8,1991
NRR001,8/19/1991,30.5,29.98,8,1991
NRR001,8/19/1991,31,30,8,1991
NRR001,8/19/1991,31.5,30,8,1991
NRR001,9/23/1991,0.5,30.2,9,1991
NRR001,9/23/1991,1,30.2,9,1991
NRR001,9/23/1991,1.5,30.2,9,1991
NRR001,9/23/1991,2,30.19,9,1991
NRR001,9/23/1991,2.5,30.2,9,1991
NRR001,9/23/1991,3,30.19,9,1991
NRR001,9/23/1991,3.5,30.19,9,1991
NRR001,9/23/1991,4,30.19,9,1991
NRR001,9/23/1991,4.5,30.19,9,1991
NRR001,9/23/1991,5,30.19,9,1991
NRR001,9/23/1991,5.5,30.19,9,1991
NRR001,9/23/1991,6,30.19,9,1991
NRR001,9/23/1991,6.5,30.2,9,1991
NRR001,9/23/1991,7,30.19,9,1991
NRR001,9/23/1991,7.5,30.21,9,1991
NRR001,9/23/1991,8,30.21,9,1991
NRR001,9/23/1991,8.5,30.21,9,1991
NRR001,9/23/1991,9,30.22,9,1991
NRR001,9/23/1991,9.5,30.21,9,1991
NRR001,9/23/1991,10,30.21,9,1991
NRR001,9/23/1991,10.5,30.22,9,1991
NRR001,9/23/1991,11,30.22,9,1991
NRR001,9/23/1991,11.5,30.21,9,1991
NRR001,9/23/1991,12,30.21,9,1991
NRR001,9/23/1991,12.5,30.21,9,1991
NRR001,9/23/1991,13,30.21,9,1991
NRR001,9/23/1991,13.5,30.21,9,1991
NRR001,9/23/1991,14,30.21,9,1991
NRR001,9/23/1991,14.5,30.21,9,1991
NRR001,9/23/1991,15,30.21,9,1991
NRR001,9/23/1991,15.5,30.21,9,1991
NRR001,9/23/1991,16,30.21,9,1991
NRR001,9/23/1991,16.5,30.2,9,1991
NRR001,9/23/1991,17,30.2,9,1991
NRR001,9/23/1991,17.5,30.21,9,1991
NRR001,9/23/1991,18,30.23,9,1991
NRR001,9/23/1991,18.5,30.25,9,1991
NRR001,9/23/1991,19,30.24,9,1991
NRR001,9/23/1991,19.5,30.24,9,1991
NRR001,9/23/1991,20,30.24,9,1991
NRR001,9/23/1991,20.5,30.26,9,1991
NRR001,9/23/1991,21,30.27,9,1991
NRR001,9/23/1991,21.5,30.28,9,1991
NRR001,9/23/1991,22,30.28,9,1991
NRR001,9/23/1991,22.5,30.25,9,1991
NRR001,9/23/1991,23,30.25,9,1991
NRR001,9/23/1991,23.5,30.24,9,1991
NRR001,9/23/1991,24,30.23,9,1991
NRR001,9/23/1991,24.5,30.23,9,1991
NRR001,9/23/1991,25,30.24,9,1991
NRR001,9/23/1991,25.5,30.24,9,1991
NRR001,9/23/1991,26,30.24,9,1991
NRR001,9/23/1991,26.5,30.23,9,1991
NRR001,9/23/1991,27,30.23,9,1991
NRR001,9/23/1991,27.5,30.24,9,1991
NRR001,9/23/1991,28,30.23,9,1991
NRR001,9/23/1991,28.5,30.24,9,1991
NRR001,9/23/1991,29,30.24,9,1991
NRR001,9/23/1991,29.5,30.23,9,1991
NRR001,9/23/1991,30,30.24,9,1991
NRR001,9/23/1991,30.5,30.22,9,1991
NRR001,9/23/1991,31,30.25,9,1991
